HomeTeam,AwayTeam,FTHG,FTAG
FC Copenhagen,Hobro,3,1
Esbjerg,Aalborg,1,2
Hobro,Aarhus,3,1
Viborg,Esbjerg,4,2
Nordsjaelland,Aalborg,3,0
Sonderjyske,FC Copenhagen,1,2
Brondby,Midtjylland,2,1
Randers FC,Odense,1,1
Esbjerg,Nordsjaelland,2,1
Midtjylland,Viborg,2,4
Aalborg,Hobro,6,0
FC Copenhagen,Randers FC,4,0
Odense,Brondby,2,5
Aarhus,Sonderjyske,0,0
Sonderjyske,Aalborg,1,2
Randers FC,Aarhus,4,1
Hobro,Nordsjaelland,0,1
Viborg,Odense,0,1
Midtjylland,Esbjerg,5,1
Brondby,FC Copenhagen,0,0
Odense,Midtjylland,1,1
Nordsjaelland,Sonderjyske,1,2
Esbjerg,Hobro,4,4
FC Copenhagen,Viborg,0,0
Aarhus,Brondby,1,1
Aalborg,Randers FC,3,2
Viborg,Aarhus,1,0
Randers FC,Nordsjaelland,1,0
Sonderjyske,Hobro,2,0
Brondby,Aalborg,0,2
Odense,Esbjerg,2,1
Aarhus,Midtjylland,2,1
Hobro,Randers FC,0,0
Esbjerg,Sonderjyske,0,1
Nordsjaelland,Brondby,0,2
FC Copenhagen,Odense,4,1
Aalborg,Viborg,2,0
Odense,Aarhus,2,2
Randers FC,Sonderjyske,1,1
Viborg,Nordsjaelland,1,1
FC Copenhagen,Esbjerg,2,1
Brondby,Hobro,1,0
Midtjylland,Aalborg,1,1
Midtjylland,FC Copenhagen,0,1
Aalborg,Odense,0,1
Hobro,Viborg,0,6
Esbjerg,Randers FC,1,0
Sonderjyske,Brondby,3,1
Aarhus,FC Copenhagen,0,0
Nordsjaelland,Midtjylland,2,1
Esbjerg,Aarhus,2,1
Viborg,Sonderjyske,0,0
Odense,Nordsjaelland,3,1
Brondby,Randers FC,1,0
FC Copenhagen,Aalborg,6,2
Midtjylland,Hobro,3,0
Aalborg,Aarhus,2,2
Hobro,Odense,0,2
Sonderjyske,Midtjylland,3,2
Randers FC,Viborg,1,3
Nordsjaelland,FC Copenhagen,2,0
Brondby,Esbjerg,0,0
Aalborg,Nordsjaelland,1,0
Aarhus,Hobro,1,1
Odense,Randers FC,0,1
FC Copenhagen,Sonderjyske,1,0
Midtjylland,Brondby,2,0
Esbjerg,Viborg,1,0
Viborg,Midtjylland,1,1
Sonderjyske,Aarhus,2,2
Hobro,Aalborg,0,2
Randers FC,FC Copenhagen,1,1
Brondby,Odense,1,0
Nordsjaelland,Esbjerg,0,0
Nordsjaelland,Hobro,2,1
Aarhus,Randers FC,0,2
Odense,Viborg,5,1
Aalborg,Sonderjyske,1,2
FC Copenhagen,Brondby,2,0
Esbjerg,Midtjylland,0,2
Midtjylland,Odense,2,0
Hobro,Esbjerg,2,2
Sonderjyske,Nordsjaelland,3,1
Viborg,FC Copenhagen,1,1
Brondby,Aarhus,2,1
Randers FC,Aalborg,0,0
Aarhus,Viborg,1,2
Hobro,Sonderjyske,1,2
Nordsjaelland,Randers FC,2,2
Aalborg,Brondby,3,0
FC Copenhagen,Midtjylland,5,3
Esbjerg,Odense,0,2
Sonderjyske,Esbjerg,2,0
Randers FC,Hobro,2,0
Viborg,Aalborg,0,2
Odense,FC Copenhagen,0,1
Midtjylland,Aarhus,1,1
Brondby,Nordsjaelland,2,1
Sonderjyske,Viborg,2,0
Aarhus,Esbjerg,5,1
Hobro,Midtjylland,1,4
Nordsjaelland,Odense,0,1
Randers FC,Brondby,0,2
Aalborg,FC Copenhagen,0,2
Midtjylland,Sonderjyske,3,2
Odense,Hobro,0,1
Viborg,Randers FC,2,3
FC Copenhagen,Nordsjaelland,2,0
Esbjerg,Brondby,2,3
Aarhus,Aalborg,2,0
Sonderjyske,Odense,3,1
Nordsjaelland,Aarhus,3,3
Randers FC,Midtjylland,1,2
Hobro,FC Copenhagen,4,2
Aalborg,Esbjerg,1,2
Brondby,Viborg,0,1
Aalborg,Midtjylland,0,0
Aarhus,Odense,2,1
Esbjerg,FC Copenhagen,1,4
Hobro,Brondby,0,2
Nordsjaelland,Viborg,1,0
Sonderjyske,Randers FC,1,1
Brondby,Sonderjyske,1,2
FC Copenhagen,Aarhus,2,1
Midtjylland,Nordsjaelland,4,1
Odense,Aalborg,3,2
Randers FC,Esbjerg,3,1
Viborg,Hobro,1,0
Viborg,Nordsjaelland,0,4
Odense,Silkeborg,0,0
FC Copenhagen,Lyngby,3,0
Sonderjyske,Aarhus,1,2
Aalborg,Horsens,1,1
Brondby,Esbjerg,4,0
Midtjylland,Randers FC,2,2
Aarhus,Viborg,2,1
Esbjerg,FC Copenhagen,0,4
