HomeTeam,AwayTeam,FTHG,FTAG
HJK,Ilves,5,1
KuPS,PS Kemi,2,0
Mariehamn,PK-35 Vantaa,0,0
VPS,HIFK,3,1
Rovaniemi,Lahti,0,0
SJK,Inter Turku,1,0
KuPS,VPS,1,0
PK-35 Vantaa,HJK,1,2
PS Kemi,Ilves,1,0
HIFK,Rovaniemi,1,1
Inter Turku,Mariehamn,0,2
Lahti,SJK,3,0
Ilves,PK-35 Vantaa,2,0
Rovaniemi,KuPS,0,1
VPS,PS Kemi,0,1
SJK,HIFK,2,1
Mariehamn,Lahti,3,0
HJK,Inter Turku,3,1
HIFK,Mariehamn,0,1
Lahti,HJK,1,2
Inter Turku,Ilves,1,0
KuPS,SJK,0,0
PK-35 Vantaa,PS Kemi,2,2
VPS,Rovaniemi,1,0
Ilves,Lahti,2,0
Mariehamn,KuPS,0,3
PK-35 Vantaa,Inter Turku,3,1
SJK,VPS,1,0
HJK,HIFK,2,1
Lahti,PK-35 Vantaa,2,1
Rovaniemi,SJK,2,3
Inter Turku,PS Kemi,0,2
HIFK,Ilves,0,1
KuPS,HJK,0,0
Mariehamn,VPS,2,2
HIFK,PK-35 Vantaa,1,2
Ilves,KuPS,1,0
Lahti,Inter Turku,1,0
Rovaniemi,Mariehamn,0,0
SJK,PS Kemi,1,0
VPS,HJK,3,0
HJK,Rovaniemi,1,1
Ilves,VPS,1,0
Inter Turku,HIFK,1,0
Mariehamn,SJK,1,0
PK-35 Vantaa,KuPS,1,1
PS Kemi,Lahti,2,1
HIFK,Lahti,2,2
Rovaniemi,Ilves,1,0
SJK,HJK,2,3
KuPS,Inter Turku,2,1
Mariehamn,PS Kemi,2,0
PS Kemi,Rovaniemi,0,2
Inter Turku,SJK,1,3
VPS,Ilves,2,0
Lahti,PS Kemi,1,0
Ilves,SJK,2,1
Lahti,KuPS,0,0
PS Kemi,HIFK,1,2
Inter Turku,VPS,0,2
SJK,PK-35 Vantaa,3,2
VPS,Lahti,1,0
HJK,PS Kemi,2,0
KuPS,HIFK,1,0
Mariehamn,Ilves,3,1
Rovaniemi,Inter Turku,2,1
VPS,PK-35 Vantaa,2,1
PS Kemi,KuPS,0,2
Ilves,HJK,1,0
Lahti,Rovaniemi,1,2
PK-35 Vantaa,Mariehamn,0,2
HIFK,VPS,0,1
SJK,Lahti,4,1
HJK,PK-35 Vantaa,4,2
Ilves,PS Kemi,1,1
Rovaniemi,HIFK,1,0
Mariehamn,Inter Turku,0,0
VPS,KuPS,3,0
HIFK,SJK,1,1
PS Kemi,VPS,0,0
Inter Turku,HJK,0,0
KuPS,Rovaniemi,1,1
Lahti,Mariehamn,1,1
PK-35 Vantaa,Ilves,1,1
PS Kemi,PK-35 Vantaa,2,1
Ilves,Inter Turku,0,0
SJK,KuPS,1,0
HJK,Lahti,2,2
Mariehamn,HIFK,2,5
Rovaniemi,VPS,2,0
HIFK,HJK,0,0
Inter Turku,PK-35 Vantaa,2,2
KuPS,Mariehamn,1,0
Lahti,Ilves,3,2
Rovaniemi,PS Kemi,5,0
VPS,SJK,2,1
Ilves,HIFK,3,1
PK-35 Vantaa,Lahti,1,1
