HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Valencia,Las Palmas,1,0,0,0,6,4,0,0,0,0
Sociedad,Celta,1,1,1,0,9,7,2,1,0,0
Almeria,Real Madrid,1,3,1,1,4,5,1,0,0,0
Osasuna,Ath Bilbao,0,2,0,2,5,3,1,5,1,1
Girona,Getafe,3,0,1,0,3,2,2,5,0,0
Barcelona,Cadiz,2,0,0,0,10,2,4,3,0,0
Betis,Ath Madrid,0,0,0,0,2,7,2,1,0,0
Alaves,Sevilla,4,3,2,2,4,4,1,2,0,0
Granada,Vallecano,0,2,0,0,5,6,2,1,1,0
Las Palmas,Sociedad,0,0,0,0,5,7,1,4,0,0
Celta,Real Madrid,0,1,0,0,3,5,2,3,0,0
Cadiz,Almeria,1,1,0,0,7,3,0,5,1,1
Granada,Mallorca,3,2,1,1,5,3,2,7,0,0
Sevilla,Girona,1,2,1,1,6,6,2,1,0,0
Villarreal,Barcelona,3,4,2,2,2,6,3,3,0,0
Valencia,Osasuna,1,2,0,1,6,3,3,4,0,0
Ath Bilbao,Betis,4,2,3,2,5,3,4,2,0,0
Getafe,Alaves,1,0,0,0,4,5,1,2,0,0
Vallecano,Ath Madrid,0,7,0,3,8,3,4,3,0,0
Cadiz,Villarreal,3,1,2,1,7,3,5,4,0,1
Almeria,Celta,2,3,0,2,6,5,1,1,0,0
Sociedad,Granada,5,3,2,1,2,5,1,5,0,0
Real Madrid,Getafe,2,1,0,1,11,1,2,6,0,0
Alaves,Valencia,1,0,1,0,1,2,4,2,0,0
Betis,Vallecano,1,0,0,0,2,3,3,5,0,0
Girona,Las Palmas,1,0,0,0,3,5,3,3,0,0
Mallorca,Ath Bilbao,0,0,0,0,3,5,0,1,0,0
Osasuna,Barcelona,1,2,0,1,8,5,1,3,1,0
Vallecano,Alaves,2,0,1,0,5,3,2,3,0,0
Ath Bilbao,Cadiz,3,0,0,0,5,4,1,4,0,0
Valencia,Ath Madrid,3,0,2,0,5,8,1,5,0,0
Celta,Mallorca,0,1,0,0,10,1,1,3,0,0
Barcelona,Betis,5,0,2,0,9,5,1,2,0,0
Getafe,Osasuna,3,2,1,1,6,3,6,2,0,0
Villarreal,Almeria,2,1,1,1,7,6,2,3,0,0
Sevilla,Las Palmas,1,0,0,0,7,3,3,5,0,0
Real Madrid,Sociedad,2,1,0,1,4,3,3,2,0,0
Granada,Girona,2,4,0,3,4,5,3,3,0,0
Alaves,Ath Bilbao,0,2,0,1,3,4,2,2,0,0
Girona,Mallorca,5,3,4,1,6,5,1,5,0,0
